prefix,datadog_id,type,description
cockroachdb,kv.replica_read_batch_evaluate.latency.bucket,count,"Execution duration for evaluating a BatchRequest on the read-only path after latches have been acquired.A measurement is recorded regardless of outcome (i.e. also in case of an error). If internal retries occur, each instance is recorded separately.
Shown as nanosecond"
cockroachdb,kv.replica_read_batch_evaluate.latency.count,count,"Execution duration for evaluating a BatchRequest on the read-only path after latches have been acquired.A measurement is recorded regardless of outcome (i.e. also in case of an error). If internal retries occur, each instance is recorded separately.
Shown as nanosecond"
cockroachdb,kv.replica_read_batch_evaluate.latency.sum,count,"Execution duration for evaluating a BatchRequest on the read-only path after latches have been acquired.A measurement is recorded regardless of outcome (i.e. also in case of an error). If internal retries occur, each instance is recorded separately.
Shown as nanosecond"
cockroachdb,kv.replica_read_batch_evaluate.without_interleaving_iter.count,count,Number of read-only batches evaluated without an intent interleaving iter.
cockroachdb,kv.replica_write_batch_evaluate.latency.bucket,count,"Execution duration for evaluating a BatchRequest on the read-write path after latches have been acquired.A measurement is recorded regardless of outcome (i.e. also in case of an error). If internal retries occur, each instance is recorded separately.Note that the measurement does not include the duration for replicating the evaluated command.
Shown as nanosecond"
cockroachdb,kv.replica_write_batch_evaluate.latency.count,count,"Execution duration for evaluating a BatchRequest on the read-write path after latches have been acquired.A measurement is recorded regardless of outcome (i.e. also in case of an error). If internal retries occur, each instance is recorded separately.Note that the measurement does not include the duration for replicating the evaluated command.
Shown as nanosecond"
cockroachdb,kv.replica_write_batch_evaluate.latency.sum,count,"Execution duration for evaluating a BatchRequest on the read-write path after latches have been acquired.A measurement is recorded regardless of outcome (i.e. also in case of an error). If internal retries occur, each instance is recorded separately.Note that the measurement does not include the duration for replicating the evaluated command.
Shown as nanosecond"
cockroachdb,kv.tenant_rate_limit.current_blocked,gauge,Number of requests currently blocked by the rate limiter
cockroachdb,kv.tenant_rate_limit.num_tenants,gauge,Number of tenants currently being tracked
cockroachdb,kv.tenant_rate_limit.read_batches_admitted.count,count,Number of read batches admitted by the rate limiter
cockroachdb,kv.tenant_rate_limit.read_bytes_admitted.count,count,"Number of read bytes admitted by the rate limiter
Shown as byte"
cockroachdb,kv.tenant_rate_limit.read_requests_admitted.count,count,Number of read requests admitted by the rate limiter
cockroachdb,kv.tenant_rate_limit.write_batches_admitted.count,count,Number of write batches admitted by the rate limiter
cockroachdb,kv.tenant_rate_limit.write_bytes_admitted.count,count,"Number of write bytes admitted by the rate limiter
Shown as byte"
cockroachdb,kv.tenant_rate_limit.write_requests_admitted.count,count,Number of write requests admitted by the rate limiter
cockroachdb,kvadmission.flow_controller.elastic_blocked_stream_count,gauge,Number of replication streams with no flow tokens available for elastic requests
cockroachdb,kvadmission.flow_controller.elastic_requests_admitted.count,count,Number of elastic requests admitted by the flow controller
cockroachdb,kvadmission.flow_controller.elastic_requests_bypassed.count,count,Number of elastic waiting requests that bypassed the flow controller due to disconnecting streams
cockroachdb,kvadmission.flow_controller.elastic_requests_errored.count,count,Number of elastic requests that errored out while waiting for flow tokens
cockroachdb,kvadmission.flow_controller.elastic_requests_waiting,gauge,Number of elastic requests waiting for flow tokens
cockroachdb,kvadmission.flow_controller.elastic_stream_count,gauge,Total number of replication streams for elastic requests
cockroachdb,kvadmission.flow_controller.elastic_tokens_available,gauge,"Flow tokens available for elastic requests, across all replication streams
Shown as byte"
cockroachdb,kvadmission.flow_controller.elastic_tokens_deducted.count,count,"Flow tokens deducted by elastic requests, across all replication streams
Shown as byte"
cockroachdb,kvadmission.flow_controller.elastic_tokens_returned.count,count,"Flow tokens returned by elastic requests, across all replication streams
Shown as byte"
cockroachdb,kvadmission.flow_controller.elastic_tokens_unaccounted.count,count,"Flow tokens returned by elastic requests that were unaccounted for, across all replication streams
Shown as byte"
cockroachdb,kvadmission.flow_controller.elastic_wait_duration.bucket,count,"Latency histogram for time elastic requests spent waiting for flow tokens
Shown as nanosecond"
cockroachdb,kvadmission.flow_controller.elastic_wait_duration.count,count,"Latency histogram for time elastic requests spent waiting for flow tokens
Shown as nanosecond"
cockroachdb,kvadmission.flow_controller.elastic_wait_duration.sum,count,"Latency histogram for time elastic requests spent waiting for flow tokens
Shown as nanosecond"
cockroachdb,kvadmission.flow_controller.regular_blocked_stream_count,gauge,Number of replication streams with no flow tokens available for regular requests
cockroachdb,kvadmission.flow_controller.regular_requests_admitted.count,count,Number of regular requests admitted by the flow controller
cockroachdb,kvadmission.flow_controller.regular_requests_bypassed.count,count,Number of regular waiting requests that bypassed the flow controller due to disconnecting streams
cockroachdb,kvadmission.flow_controller.regular_requests_errored.count,count,Number of regular requests that errored out while waiting for flow tokens
cockroachdb,kvadmission.flow_controller.regular_requests_waiting,gauge,Number of regular requests waiting for flow tokens
cockroachdb,kvadmission.flow_controller.regular_stream_count,gauge,Total number of replication streams for regular requests
cockroachdb,kvadmission.flow_controller.regular_tokens_available,gauge,"Flow tokens available for regular requests, across all replication streams
Shown as byte"
cockroachdb,kvadmission.flow_controller.regular_tokens_deducted.count,count,"Flow tokens deducted by regular requests, across all replication streams
Shown as byte"
cockroachdb,kvadmission.flow_controller.regular_tokens_returned.count,count,"Flow tokens returned by regular requests, across all replication streams
Shown as byte"
cockroachdb,kvadmission.flow_controller.regular_tokens_unaccounted.count,count,"Flow tokens returned by regular requests that were unaccounted for, across all replication streams
Shown as byte"
cockroachdb,kvadmission.flow_controller.regular_wait_duration.bucket,count,"Latency histogram for time regular requests spent waiting for flow tokens
Shown as nanosecond"
cockroachdb,kvadmission.flow_controller.regular_wait_duration.count,count,"Latency histogram for time regular requests spent waiting for flow tokens
Shown as nanosecond"
cockroachdb,kvadmission.flow_controller.regular_wait_duration.sum,count,"Latency histogram for time regular requests spent waiting for flow tokens
Shown as nanosecond"
cockroachdb,kvadmission.flow_handle.elastic_requests_admitted.count,count,Number of elastic requests admitted by the flow handle
cockroachdb,kvadmission.flow_handle.elastic_requests_errored.count,count,"Number of elastic requests that errored out while waiting for flow tokens, at the handle level"
cockroachdb,kvadmission.flow_handle.elastic_requests_waiting,gauge,"Number of elastic requests waiting for flow tokens, at the handle level"
cockroachdb,kvadmission.flow_handle.elastic_wait_duration.bucket,count,"Latency histogram for time elastic requests spent waiting for flow tokens, at the handle level
Shown as nanosecond"
cockroachdb,kvadmission.flow_handle.elastic_wait_duration.count,count,"Latency histogram for time elastic requests spent waiting for flow tokens, at the handle level
Shown as nanosecond"
cockroachdb,kvadmission.flow_handle.elastic_wait_duration.sum,count,"Latency histogram for time elastic requests spent waiting for flow tokens, at the handle level
Shown as nanosecond"
cockroachdb,kvadmission.flow_handle.regular_requests_admitted.count,count,Number of regular requests admitted by the flow handle
cockroachdb,kvadmission.flow_handle.regular_requests_errored.count,count,"Number of regular requests that errored out while waiting for flow tokens, at the handle level"
cockroachdb,kvadmission.flow_handle.regular_requests_waiting,gauge,"Number of regular requests waiting for flow tokens, at the handle level"
cockroachdb,kvadmission.flow_handle.regular_wait_duration.bucket,count,"Latency histogram for time regular requests spent waiting for flow tokens, at the handle level
Shown as nanosecond"
cockroachdb,kvadmission.flow_handle.regular_wait_duration.count,count,"Latency histogram for time regular requests spent waiting for flow tokens, at the handle level
Shown as nanosecond"
cockroachdb,kvadmission.flow_handle.regular_wait_duration.sum,count,"Latency histogram for time regular requests spent waiting for flow tokens, at the handle level
Shown as nanosecond"
cockroachdb,kvadmission.flow_handle.streams_connected.count,count,"Number of times we’ve connected to a stream, at the handle level"
cockroachdb,kvadmission.flow_handle.streams_disconnected.count,count,"Number of times we’ve disconnected from a stream, at the handle level"
cockroachdb,kvadmission.flow_token_dispatch.coalesced_elastic.count,count,Number of coalesced elastic flow token dispatches (where we’re informing the sender of a higher log entry being admitted)
cockroachdb,kvadmission.flow_token_dispatch.coalesced_regular.count,count,Number of coalesced regular flow token dispatches (where we’re informing the sender of a higher log entry being admitted)
cockroachdb,kvadmission.flow_token_dispatch.local_elastic.count,count,Number of local elastic flow token dispatches
cockroachdb,kvadmission.flow_token_dispatch.local_regular.count,count,Number of local regular flow token dispatches
cockroachdb,kvadmission.flow_token_dispatch.pending_elastic,gauge,Number of pending elastic flow token dispatches
cockroachdb,kvadmission.flow_token_dispatch.pending_nodes,gauge,Number of nodes pending flow token dispatches
cockroachdb,kvadmission.flow_token_dispatch.pending_regular,gauge,Number of pending regular flow token dispatches
cockroachdb,kvadmission.flow_token_dispatch.remote_elastic.count,count,Number of remote elastic flow token dispatches
cockroachdb,kvadmission.flow_token_dispatch.remote_regular.count,count,Number of remote regular flow token dispatches
cockroachdb,lastupdatenanos,gauge,"[OpenMetrics v1 & v2] Time in nanoseconds since Unix epoch at which bytes/keys/intents metrics were last updated
Shown as nanosecond"
cockroachdb,leases.epoch,gauge,[OpenMetrics v1 & v2] Number of replica leaseholders using epoch-based leases
cockroachdb,leases.error,count,"[OpenMetrics v1] Number of failed lease requests
Shown as request"
cockroachdb,leases.error.count,count,"[OpenMetrics v2] Number of failed lease requests
Shown as request"
cockroachdb,leases.expiration,gauge,[OpenMetrics v1 & v2] Number of replica leaseholders using expiration-based leases
cockroachdb,leases.liveness,gauge,Number of replica leaseholders for the liveness range(s)
cockroachdb,leases.preferences.less_preferred,gauge,Number of replica leaseholders which satisfy a lease preference which is not the most preferred
cockroachdb,leases.preferences.violating,gauge,Number of replica leaseholders which violate lease preferences
cockroachdb,leases.requests.latency.bucket,count,"Lease request latency (all types and outcomes, coalesced)
Shown as nanosecond"
cockroachdb,leases.requests.latency.count,count,"Lease request latency (all types and outcomes, coalesced)
Shown as nanosecond"
cockroachdb,leases.requests.latency.sum,count,"Lease request latency (all types and outcomes, coalesced)
Shown as nanosecond"
cockroachdb,leases.success,count,"[OpenMetrics v1] Number of successful lease requests
Shown as request"
cockroachdb,leases.success.count,count,"[OpenMetrics v2] Number of successful lease requests
Shown as request"
cockroachdb,leases.transfers.error,count,[OpenMetrics v1] Number of failed lease transfers
cockroachdb,leases.transfers.error.count,count,[OpenMetrics v2] Number of failed lease transfers
cockroachdb,leases.transfers.success,count,[OpenMetrics v1] Number of successful lease transfers
cockroachdb,leases.transfers.success.count,count,[OpenMetrics v2] Number of successful lease transfers
cockroachdb,livebytes,gauge,"[OpenMetrics v1 & v2] Number of bytes of live data (keys plus values)
Shown as byte"
cockroachdb,livecount,gauge,"[OpenMetrics v1 & v2] Count of live keys
Shown as key"
cockroachdb,liveness.epochincrements,count,[OpenMetrics v1] Number of times this node has incremented its liveness epoch
cockroachdb,liveness.epochincrements.count,count,[OpenMetrics v2] Number of times this node has incremented its liveness epoch
cockroachdb,liveness.heartbeatfailures,count,[OpenMetrics v1] Number of failed node liveness heartbeats from this node
cockroachdb,liveness.heartbeatfailures.count,count,[OpenMetrics v2] Number of failed node liveness heartbeats from this node
cockroachdb,liveness.heartbeatlatency,gauge,"[OpenMetrics v1] Node liveness heartbeat latency in nanoseconds
Shown as nanosecond"
cockroachdb,liveness.heartbeatlatency.bucket,count,"[OpenMetrics v2] Node liveness heartbeat latency in nanoseconds
Shown as nanosecond"
cockroachdb,liveness.heartbeatlatency.count,count,"[OpenMetrics v2] Node liveness heartbeat latency in nanoseconds
Shown as nanosecond"
cockroachdb,liveness.heartbeatlatency.sum,count,"[OpenMetrics v2] Node liveness heartbeat latency in nanoseconds
Shown as nanosecond"
cockroachdb,liveness.heartbeatsinflight,gauge,Number of in-flight liveness heartbeats from this node
cockroachdb,liveness.heartbeatsuccesses,count,[OpenMetrics v1] Number of successful node liveness heartbeats from this node
cockroachdb,liveness.heartbeatsuccesses.count,count,[OpenMetrics v2] Number of successful node liveness heartbeats from this node
cockroachdb,liveness.livenodes,gauge,[OpenMetrics v1 & v2] Number of live nodes in the cluster (will be 0 if this node is not itself live)
cockroachdb,lockbytes,gauge,"Number of bytes taken up by replicated lock key-values (shared and exclusive strength, not intent strength)
Shown as byte"
cockroachdb,lockcount,gauge,"Count of replicated locks (shared, exclusive, and intent strength)"
cockroachdb,log.buffered.messages.dropped.count,count,"Count of log messages that are dropped by buffered log sinks. When CRDB attempts to buffer a log message in a buffered log sink whose buffer is already full, it drops the oldest buffered messages to make space for the new message"
cockroachdb,log.fluent.sink.conn.errors.count,count,Number of connection errors experienced by fluent-server logging sinks
cockroachdb,log.messages.count,count,Count of messages logged on the node since startup. Note that this does not measure the fan-out of single log messages to the various configured logging sinks.
cockroachdb,node_id,gauge,[OpenMetrics v1 & v2] node ID with labels for advertised RPC and HTTP addresses
cockroachdb,physical_replication.admit_latency.bucket,count,"Event admission latency: a difference between event MVCC timestamp and the time it was admitted into ingestion processor
Shown as nanosecond"
cockroachdb,physical_replication.admit_latency.count,count,"Event admission latency: a difference between event MVCC timestamp and the time it was admitted into ingestion processor
Shown as nanosecond"
cockroachdb,physical_replication.admit_latency.sum,count,"Event admission latency: a difference between event MVCC timestamp and the time it was admitted into ingestion processor
Shown as nanosecond"
cockroachdb,physical_replication.commit_latency.bucket,count,"Event commit latency: a difference between event MVCC timestamp and the time it was flushed into disk. If we batch events, then the difference between the oldest event in the batch and flush is recorded
Shown as nanosecond"
cockroachdb,physical_replication.commit_latency.count,count,"Event commit latency: a difference between event MVCC timestamp and the time it was flushed into disk. If we batch events, then the difference between the oldest event in the batch and flush is recorded
Shown as nanosecond"
cockroachdb,physical_replication.commit_latency.sum,count,"Event commit latency: a difference between event MVCC timestamp and the time it was flushed into disk. If we batch events, then the difference between the oldest event in the batch and flush is recorded
Shown as nanosecond"
cockroachdb,physical_replication.cutover_progress,gauge,The number of ranges left to revert in order to complete an inflight cutover
cockroachdb,physical_replication.distsql_replan_count.count,count,Total number of dist sql replanning events
cockroachdb,physical_replication.earliest_data_checkpoint_span,gauge,The earliest timestamp of the last checkpoint forwarded by an ingestion data processor
cockroachdb,physical_replication.events_ingested.count,count,Events ingested by all replication jobs
cockroachdb,physical_replication.flush_hist_nanos.bucket,count,"Time spent flushing messages across all replication streams
Shown as nanosecond"
cockroachdb,physical_replication.flush_hist_nanos.count,count,"Time spent flushing messages across all replication streams
Shown as nanosecond"
cockroachdb,physical_replication.flush_hist_nanos.sum,count,"Time spent flushing messages across all replication streams
Shown as nanosecond"
cockroachdb,physical_replication.flushes.count,count,Total flushes across all replication jobs
cockroachdb,physical_replication.job_progress_updates.count,count,Total number of updates to the ingestion job progress
cockroachdb,physical_replication.latest_data_checkpoint_span,gauge,The latest timestamp of the last checkpoint forwarded by an ingestion data processor
cockroachdb,physical_replication.logical_bytes.count,count,"Logical bytes (sum of keys + values) ingested by all replication jobs
Shown as byte"
cockroachdb,physical_replication.replicated_time_seconds,gauge,"The replicated time of the physical replication stream in seconds since the unix epoch.
Shown as second"
cockroachdb,physical_replication.resolved_events_ingested.count,count,Resolved events ingested by all replication jobs
cockroachdb,physical_replication.running,gauge,Number of currently running replication streams
cockroachdb,physical_replication.sst_bytes.count,count,"SST bytes (compressed) sent to KV by all replication jobs
Shown as byte"
cockroachdb,queue.consistency.pending,gauge,[OpenMetrics v1 & v2] Number of pending replicas in the consistency checker queue
cockroachdb,queue.consistency.process.failure,count,[OpenMetrics v1] Number of replicas which failed processing in the consistency checker queue
cockroachdb,queue.consistency.process.failure.count,count,[OpenMetrics v2] Number of replicas which failed processing in the consistency checker queue
cockroachdb,queue.consistency.process.success,count,[OpenMetrics v1] Number of replicas successfully processed by the consistency checker queue
cockroachdb,queue.consistency.process.success.count,count,[OpenMetrics v2] Number of replicas successfully processed by the consistency checker queue
cockroachdb,queue.consistency.processingnanos,count,"[OpenMetrics v1] Nanoseconds spent processing replicas in the consistency checker queue
Shown as nanosecond"
cockroachdb,queue.consistency.processingnanos.count,count,"[OpenMetrics v2] Nanoseconds spent processing replicas in the consistency checker queue
Shown as nanosecond"
cockroachdb,queue.gc.info.abortspanconsidered,count,[OpenMetrics v1] Number of AbortSpan entries old enough to be considered for removal
cockroachdb,queue.gc.info.abortspanconsidered.count,count,[OpenMetrics v2] Number of AbortSpan entries old enough to be considered for removal
cockroachdb,queue.gc.info.abortspangcnum,count,[OpenMetrics v1] Number of AbortSpan entries fit for removal
cockroachdb,queue.gc.info.abortspangcnum.count,count,[OpenMetrics v2] Number of AbortSpan entries fit for removal
cockroachdb,queue.gc.info.abortspanscanned,count,"[OpenMetrics v1] Number of transactions present in the AbortSpan scanned from the engine
Shown as transaction"
cockroachdb,queue.gc.info.abortspanscanned.count,count,"[OpenMetrics v2] Number of transactions present in the AbortSpan scanned from the engine
Shown as transaction"
cockroachdb,queue.gc.info.clearrangefailed.count,count,Number of failed ClearRange operations during GC
cockroachdb,queue.gc.info.clearrangesuccess.count,count,Number of successful ClearRange operations during GC
cockroachdb,queue.gc.info.enqueuehighpriority.count,count,Number of replicas enqueued for GC with high priority
cockroachdb,queue.gc.info.intentsconsidered,count,[OpenMetrics v1] Number of ‘old’ intents
cockroachdb,queue.gc.info.intentsconsidered.count,count,[OpenMetrics v2] Number of ‘old’ intents
cockroachdb,queue.gc.info.intenttxns,count,"[OpenMetrics v1] Number of associated distinct transactions
Shown as transaction"
cockroachdb,queue.gc.info.intenttxns.count,count,"[OpenMetrics v2] Number of associated distinct transactions
Shown as transaction"
cockroachdb,queue.gc.info.numkeysaffected,count,"[OpenMetrics v1] Number of keys with GC’able data
Shown as key"
cockroachdb,queue.gc.info.numkeysaffected.count,count,"[OpenMetrics v2] Number of keys with GC’able data
Shown as key"
cockroachdb,queue.gc.info.numrangekeysaffected.count,count,Number of range keys GC’able
cockroachdb,queue.gc.info.pushtxn,count,[OpenMetrics v1] Number of attempted pushes
cockroachdb,queue.gc.info.pushtxn.count,count,[OpenMetrics v2] Number of attempted pushes
cockroachdb,queue.gc.info.resolvefailed.count,count,Number of cleanup intent failures during GC
cockroachdb,queue.gc.info.resolvesuccess,count,[OpenMetrics v1] Number of successful intent resolutions
cockroachdb,queue.gc.info.resolvesuccess.count,count,[OpenMetrics v2] Number of successful intent resolutions
cockroachdb,queue.gc.info.resolvetotal,count,[OpenMetrics v1] Number of attempted intent resolutions
cockroachdb,queue.gc.info.resolvetotal.count,count,[OpenMetrics v2] Number of attempted intent resolutions
cockroachdb,queue.gc.info.transactionresolvefailed.count,count,Number of intent cleanup failures for local transactions during GC
cockroachdb,queue.gc.info.transactionspangcaborted,count,[OpenMetrics v1] Number of GC’able entries corresponding to aborted txns
cockroachdb,queue.gc.info.transactionspangcaborted.count,count,[OpenMetrics v2] Number of GC’able entries corresponding to aborted txns
cockroachdb,queue.gc.info.transactionspangccommitted,count,[OpenMetrics v1] Number of GC’able entries corresponding to committed txns
cockroachdb,queue.gc.info.transactionspangccommitted.count,count,[OpenMetrics v2] Number of GC’able entries corresponding to committed txns
cockroachdb,queue.gc.info.transactionspangcpending,count,[OpenMetrics v1] Number of GC’able entries corresponding to pending txns
cockroachdb,queue.gc.info.transactionspangcpending.count,count,[OpenMetrics v2] Number of GC’able entries corresponding to pending txns
cockroachdb,queue.gc.info.transactionspangcstaging.count,count,Number of GC’able entries corresponding to staging txns
cockroachdb,queue.gc.info.transactionspanscanned,count,[OpenMetrics v1] Number of entries in transaction spans scanned from the engine
cockroachdb,queue.gc.info.transactionspanscanned.count,count,[OpenMetrics v2] Number of entries in transaction spans scanned from the engine
cockroachdb,queue.gc.pending,gauge,[OpenMetrics v1 & v2] Number of pending replicas in the GC queue
cockroachdb,queue.gc.process.failure,count,[OpenMetrics v1] Number of replicas which failed processing in the GC queue
cockroachdb,queue.gc.process.failure.count,count,[OpenMetrics v2] Number of replicas which failed processing in the GC queue
cockroachdb,queue.gc.process.success,count,[OpenMetrics v1] Number of replicas successfully processed by the GC queue
cockroachdb,queue.gc.process.success.count,count,[OpenMetrics v2] Number of replicas successfully processed by the GC queue
cockroachdb,queue.gc.processingnanos,count,"[OpenMetrics v1] Nanoseconds spent processing replicas in the GC queue
Shown as nanosecond"
cockroachdb,queue.gc.processingnanos.count,count,"[OpenMetrics v2] Nanoseconds spent processing replicas in the GC queue
Shown as nanosecond"
cockroachdb,queue.merge.pending,gauge,Number of pending replicas in the merge queue
cockroachdb,queue.merge.process.failure.count,count,Number of replicas which failed processing in the merge queue
cockroachdb,queue.merge.process.success.count,count,Number of replicas successfully processed by the merge queue
cockroachdb,queue.merge.processingnanos.count,count,"Nanoseconds spent processing replicas in the merge queue
Shown as nanosecond"
cockroachdb,queue.merge.purgatory,gauge,"Number of replicas in the merge queue’s purgatory, waiting to become mergeable"
cockroachdb,queue.raftlog.pending,gauge,[OpenMetrics v1 & v2] Number of pending replicas in the Raft log queue
cockroachdb,queue.raftlog.process.failure,count,[OpenMetrics v1] Number of replicas which failed processing in the Raft log queue
cockroachdb,queue.raftlog.process.failure.count,count,[OpenMetrics v2] Number of replicas which failed processing in the Raft log queue
cockroachdb,queue.raftlog.process.success,count,[OpenMetrics v1] Number of replicas successfully processed by the Raft log queue
cockroachdb,queue.raftlog.process.success.count,count,[OpenMetrics v2] Number of replicas successfully processed by the Raft log queue
cockroachdb,queue.raftlog.processingnanos,count,"[OpenMetrics v1] Nanoseconds spent processing replicas in the Raft log queue
Shown as nanosecond"
cockroachdb,queue.raftlog.processingnanos.count,count,"[OpenMetrics v2] Nanoseconds spent processing replicas in the Raft log queue
Shown as nanosecond"
cockroachdb,queue.raftsnapshot.pending,gauge,[OpenMetrics v1 & v2] Number of pending replicas in the Raft repair queue
cockroachdb,queue.raftsnapshot.process.failure,count,[OpenMetrics v1] Number of replicas which failed processing in the Raft repair queue
cockroachdb,queue.raftsnapshot.process.failure.count,count,[OpenMetrics v2] Number of replicas which failed processing in the Raft repair queue
cockroachdb,queue.raftsnapshot.process.success,count,[OpenMetrics v1] Number of replicas successfully processed by the Raft repair queue
cockroachdb,queue.raftsnapshot.process.success.count,count,[OpenMetrics v2] Number of replicas successfully processed by the Raft repair queue
cockroachdb,queue.raftsnapshot.processingnanos,count,"[OpenMetrics v1] Nanoseconds spent processing replicas in the Raft repair queue
Shown as nanosecond"
cockroachdb,queue.raftsnapshot.processingnanos.count,count,"[OpenMetrics v2] Nanoseconds spent processing replicas in the Raft repair queue
Shown as nanosecond"
cockroachdb,queue.replicagc.pending,gauge,[OpenMetrics v1 & v2] Number of pending replicas in the replica GC queue
cockroachdb,queue.replicagc.process.failure,count,[OpenMetrics v1] Number of replicas which failed processing in the replica GC queue
cockroachdb,queue.replicagc.process.failure.count,count,[OpenMetrics v2] Number of replicas which failed processing in the replica GC queue
cockroachdb,queue.replicagc.process.success,count,[OpenMetrics v1] Number of replicas successfully processed by the replica GC queue
cockroachdb,queue.replicagc.process.success.count,count,[OpenMetrics v2] Number of replicas successfully processed by the replica GC queue
cockroachdb,queue.replicagc.processingnanos,count,"[OpenMetrics v1] Nanoseconds spent processing replicas in the replica GC queue
Shown as nanosecond"
cockroachdb,queue.replicagc.processingnanos.count,count,"[OpenMetrics v2] Nanoseconds spent processing replicas in the replica GC queue
Shown as nanosecond"
cockroachdb,queue.replicagc.removereplica,count,[OpenMetrics v1] Number of replica removals attempted by the replica gc queue
cockroachdb,queue.replicagc.removereplica.count,count,[OpenMetrics v2] Number of replica removals attempted by the replica gc queue
cockroachdb,queue.replicate.addnonvoterreplica.count,count,Number of non-voter replica additions attempted by the replicate queue
cockroachdb,queue.replicate.addreplica,count,[OpenMetrics v1] Number of replica additions attempted by the replicate queue
cockroachdb,queue.replicate.addreplica.count,count,[OpenMetrics v2] Number of replica additions attempted by the replicate queue
cockroachdb,queue.replicate.addreplica.error.count,count,Number of failed replica additions processed by the replicate queue
cockroachdb,queue.replicate.addreplica.success.count,count,Number of successful replica additions processed by the replicate queue
cockroachdb,queue.replicate.addvoterreplica.count,count,Number of voter replica additions attempted by the replicate queue
cockroachdb,queue.replicate.nonvoterpromotions.count,count,Number of non-voters promoted to voters by the replicate queue
cockroachdb,queue.replicate.pending,gauge,[OpenMetrics v1 & v2] Number of pending replicas in the replicate queue
cockroachdb,queue.replicate.process.failure,count,[OpenMetrics v1] Number of replicas which failed processing in the replicate queue
cockroachdb,queue.replicate.process.failure.count,count,[OpenMetrics v2] Number of replicas which failed processing in the replicate queue
cockroachdb,queue.replicate.process.success,count,[OpenMetrics v1] Number of replicas successfully processed by the replicate queue
cockroachdb,queue.replicate.process.success.count,count,[OpenMetrics v2] Number of replicas successfully processed by the replicate queue
cockroachdb,queue.replicate.processingnanos,count,"[OpenMetrics v1] Nanoseconds spent processing replicas in the replicate queue
Shown as nanosecond"
cockroachdb,queue.replicate.processingnanos.count,count,"[OpenMetrics v2] Nanoseconds spent processing replicas in the replicate queue
Shown as nanosecond"
cockroachdb,queue.replicate.purgatory,gauge,"[OpenMetrics v1 & v2] Number of replicas in the replicate queue’s purgatory, awaiting allocation options"
cockroachdb,queue.replicate.rebalancenonvoterreplica.count,count,Number of non-voter replica rebalancer-initiated additions attempted by the replicate queue
cockroachdb,queue.replicate.rebalancereplica,count,[OpenMetrics v1] Number of replica rebalancer-initiated additions attempted by the replicate queue
cockroachdb,queue.replicate.rebalancereplica.count,count,[OpenMetrics v2] Number of replica rebalancer-initiated additions attempted by the replicate queue
cockroachdb,queue.replicate.rebalancevoterreplica.count,count,Number of voter replica rebalancer-initiated additions attempted by the replicate queue
cockroachdb,queue.replicate.removedeadnonvoterreplica.count,count,Number of dead non-voter replica removals attempted by the replicate queue (typically in response to a node outage)
cockroachdb,queue.replicate.removedeadreplica,count,[OpenMetrics v1] Number of dead replica removals attempted by the replicate queue (typically in response to a node outage)
cockroachdb,queue.replicate.removedeadreplica.count,count,[OpenMetrics v2] Number of dead replica removals attempted by the replicate queue (typically in response to a node outage)
cockroachdb,queue.replicate.removedeadreplica.error.count,count,Number of failed dead replica removals processed by the replicate queue
cockroachdb,queue.replicate.removedeadreplica.success.count,count,Number of successful dead replica removals processed by the replicate queue
cockroachdb,queue.replicate.removedeadvoterreplica.count,count,Number of dead voter replica removals attempted by the replicate queue (typically in response to a node outage)
cockroachdb,queue.replicate.removedecommissioningnonvoterreplica.count,count,Number of decommissioning non-voter replica removals attempted by the replicate queue (typically in response to a node outage)
cockroachdb,queue.replicate.removedecommissioningreplica.count,count,Number of decommissioning replica removals attempted by the replicate queue (typically in response to a node outage)
cockroachdb,queue.replicate.removedecommissioningreplica.error.count,count,Number of failed decommissioning replica removals processed by the replicate queue
cockroachdb,queue.replicate.removedecommissioningreplica.success.count,count,Number of successful decommissioning replica removals processed by the replicate queue
cockroachdb,queue.replicate.removedecommissioningvoterreplica.count,count,Number of decommissioning voter replica removals attempted by the replicate queue (typically in response to a node outage)
cockroachdb,queue.replicate.removelearnerreplica.count,count,Number of learner replica removals attempted by the replicate queue (typically due to internal race conditions)
cockroachdb,queue.replicate.removenonvoterreplica.count,count,Number of non-voter replica removals attempted by the replicate queue (typically in response to a rebalancer-initiated addition)
cockroachdb,queue.replicate.removereplica,count,[OpenMetrics v1] Number of replica removals attempted by the replicate queue (typically in response to a rebalancer-initiated addition)
cockroachdb,queue.replicate.removereplica.count,count,[OpenMetrics v2] Number of replica removals attempted by the replicate queue (typically in response to a rebalancer-initiated addition)
cockroachdb,queue.replicate.removereplica.error.count,count,Number of failed replica removals processed by the replicate queue
cockroachdb,queue.replicate.removereplica.success.count,count,Number of successful replica removals processed by the replicate queue
cockroachdb,queue.replicate.removevoterreplica.count,count,Number of voter replica removals attempted by the replicate queue (typically in response to a rebalancer-initiated addition)
cockroachdb,queue.replicate.replacedeadreplica.error.count,count,Number of failed dead replica replacements processed by the replicate queue
cockroachdb,queue.replicate.replacedeadreplica.success.count,count,Number of successful dead replica replacements processed by the replicate queue
cockroachdb,queue.replicate.replacedecommissioningreplica.error.count,count,Number of failed decommissioning replica replica replacements processed by the replicate queue
cockroachdb,queue.replicate.replacedecommissioningreplica.success.count,count,Number of successful decommissioning replica replacements processed by the replicate queue
